participant_id,package_id,blind_exercise_id,exercise_id,source_type,topic,difficulty,exercise_type,item_order,task_goal_clarity,key_support,course_relevance,learning_help,info_load,search_effort,active_engagement,mental_effort,item_mean_score,usability_mean_score,cognitive_load_mean_score,engagement_score,open_comment,open_comment_present,item_saved_at,overall_usefulness,overall_ease,continued_use_intention,overall_quality,batch_acceptance_mean,final_comment,final_comment_present,rating_time_seconds,batch_saved_at,consent,study_stage,programming_background,python_familiarity,framework_familiarity,dl_course_taken,familiar_topics,familiar_topics_count,started_at,submitted_at,response_duration_seconds,attention_check_score,attention_check_passed,participant_straightline_flag,participant_fast_flag_under_180s,auto_flesch_reading_ease,auto_flesch_kincaid_grade,auto_instruction_completeness_ratio,auto_technical_term_density_instruction,auto_avg_sentence_length,auto_structure_completeness_ratio,auto_structure_score_weighted,auto_starter_code_mccabe_max,auto_starter_code_mi,pair_id,pair_tfidf_cosine_full_text,pair_tfidf_cosine_instruction_only,pair_bertscore_f1_instruction_only,pair_rougeL_f1_instruction_only,pair_meteor_instruction_only,pair_topic_coherence_score_ai,pair_topic_coherence_score_reference
S040,STUDENT-P04,B0033,RNN-02,Expert,RNN,intermediate,model building,4,3,3,3,3,4,3,3,4,2.75,3,3.6667,3,,False,2026-03-19 05:46:36.001663+00,3,4,4,4,3.75,,False,309.64,2026-03-19 05:47:43.980781+00,是,本科低年级,学过基础编程,一般,一般,否,RNN / LSTM,1,2026-03-19 05:42:34.424073+00,2026-03-19 05:47:44.065647+00,309.6416,4,True,False,False,50.623,9.699,0.8333,0.0125,16,1,1,nan,nan,PAIR-CURATED-RNN-02,,,,,,,
S040,STUDENT-P04,B0031,UVA-02,Expert,Transformer,intermediate-advanced,code completion,5,3,3,3,3,4,3,4,4,2.875,3,3.6667,4,,False,2026-03-19 05:47:21.174732+00,3,4,4,4,3.75,,False,309.64,2026-03-19 05:47:43.980781+00,是,本科低年级,学过基础编程,一般,一般,否,RNN / LSTM,1,2026-03-19 05:42:34.424073+00,2026-03-19 05:47:44.065647+00,309.6416,4,True,False,False,-6.1687,21.6554,0.8333,0.0217,30.6667,0.875,0.8778,4,63.1297,PAIR-CURATED-UVA-02,,,,,,,
S044,STUDENT-P02,B0028,CNN-01,Expert,CNN,intermediate,code completion,1,4,4,4,4,3,3,4,3,3.625,4,3,4,,False,2026-03-19 04:13:22.598115+00,4,3,3,4,3.5,,False,307.98,2026-03-19 04:16:56.564705+00,是,本科高年级,学过基础编程,比较熟悉,比较熟悉,是,Transformer; 优化与训练分析,2,2026-03-19 04:11:48.731958+00,2026-03-19 04:16:56.710826+00,307.9789,4,True,False,False,52.1162,8.8719,1,0.0164,15.25,0.875,0.8778,1,100,PAIR-CURATED-CNN-01,,,,,,,
S044,STUDENT-P02,B0008,AI-CURATED-OPT-05,AI,Optimization,intermediate,model revision,2,4,4,5,3,3,3,5,4,3.625,4,3.3333,5,,False,2026-03-19 04:14:26.199898+00,4,3,3,4,3.5,,False,307.98,2026-03-19 04:16:56.564705+00,是,本科高年级,学过基础编程,比较熟悉,比较熟悉,是,Transformer; 优化与训练分析,2,2026-03-19 04:11:48.731958+00,2026-03-19 04:16:56.710826+00,307.9789,4,True,False,False,32.7254,12.6696,1,0.009,18.5,0.875,0.8667,nan,100,PAIR-CURATED-OPT-05,0.4367,0.2269,0.8438,0.1775,0.2434,0.2,0.1
S044,STUDENT-P02,B0024,KER-04,Expert,RNN,intermediate,model building,3,4,4,4,4,3,3,4,4,3.5,4,3.3333,4,,False,2026-03-19 04:15:29.453325+00,4,3,3,4,3.5,,False,307.98,2026-03-19 04:16:56.564705+00,是,本科高年级,学过基础编程,比较熟悉,比较熟悉,是,Transformer; 优化与训练分析,2,2026-03-19 04:11:48.731958+00,2026-03-19 04:16:56.710826+00,307.9789,4,True,False,False,37.4848,12.5855,0.6667,0.0545,18.3333,0.875,0.8778,nan,100,PAIR-CURATED-KER-04,,,,,,,
S044,STUDENT-P02,B0013,AI-CURATED-TRF-01,AI,Transformer,intermediate-advanced,code completion,4,3,3,3,3,4,3,3,4,2.75,3,3.6667,3,,False,2026-03-19 04:16:32.827961+00,4,3,3,4,3.5,,False,307.98,2026-03-19 04:16:56.564705+00,是,本科高年级,学过基础编程,比较熟悉,比较熟悉,是,Transformer; 优化与训练分析,2,2026-03-19 04:11:48.731958+00,2026-03-19 04:16:56.710826+00,307.9789,4,True,False,False,48.3119,10.1478,1,0.0541,18.5,0.875,0.8667,3,88.7743,PAIR-CURATED-TRF-01,0.2326,0.1635,0.8359,0.1143,0.1618,0.5,0.2
S045,STUDENT-P03,B0041,KER-01,Expert,CNN,beginner,model building,1,4,4,4,3,3,2,4,3,3.625,3.75,2.6667,4,,False,2026-03-19 13:12:41.148884+00,4,3,4,4,3.75,,False,335.57,2026-03-19 13:17:12.080368+00,是,本科高年级,学过机器学习或深度学习基础,比较熟悉,非常熟悉,是,CNN; RNN / LSTM; Transformer,3,2026-03-19 13:11:37.003512+00,2026-03-19 13:17:12.574518+00,335.571,4,True,False,False,44.83,11.975,0.6667,0,19.5,0.875,0.8778,nan,100,PAIR-CURATED-KER-01,,,,,,,
S045,STUDENT-P03,B0036,AI-CURATED-OPT-02,AI,Optimization,beginner-intermediate,training-analysis,2,4,4,4,4,3,3,4,3,3.625,4,3,4,,False,2026-03-19 13:13:33.944525+00,4,3,4,4,3.75,,False,335.57,2026-03-19 13:17:12.080368+00,是,本科高年级,学过机器学习或深度学习基础,比较熟悉,非常熟悉,是,CNN; RNN / LSTM; Transformer,3,2026-03-19 13:11:37.003512+00,2026-03-19 13:17:12.574518+00,335.571,4,True,False,False,38.7333,12.5355,1,0.0092,27.25,0.875,0.8667,1,79.6363,PAIR-CURATED-OPT-02,0.3187,0.1742,0.852,0.1624,0.1849,0.5,0.1
S045,STUDENT-P03,B0011,AI-CURATED-RNN-02,AI,RNN,intermediate,model building,3,4,4,4,3,4,3,4,4,3.25,3.75,3.6667,4,题目有帮助，但信息密度偏高。,True,2026-03-19 13:14:41.608215+00,4,3,4,4,3.75,,False,335.57,2026-03-19 13:17:12.080368+00,是,本科高年级,学过机器学习或深度学习基础,比较熟悉,非常熟悉,是,CNN; RNN / LSTM; Transformer,3,2026-03-19 13:11:37.003512+00,2026-03-19 13:17:12.574518+00,335.571,4,True,False,False,44.1412,10.9117,1,0.022,15.1667,0.875,0.8667,2,100,PAIR-CURATED-RNN-02,0.3337,0.2098,0.8215,0.1791,0.1372,0.4,0.2
S045,STUDENT-P03,B0025,MIT-01,Expert,RNN,intermediate,code completion,4,4,3,3,4,4,3,4,4,3.125,3.5,3.6667,4,题目有帮助，但信息密度偏高。,True,2026-03-19 13:15:49.912444+00,4,3,4,4,3.75,,False,335.57,2026-03-19 13:17:12.080368+00,是,本科高年级,学过机器学习或深度学习基础,比较熟悉,非常熟悉,是,CNN; RNN / LSTM; Transformer,3,2026-03-19 13:11:37.003512+00,2026-03-19 13:17:12.574518+00,335.571,4,True,False,False,57.3574,8.9027,0.6667,0.0435,15.3333,0.875,0.8778,3,90.1552,PAIR-CURATED-MIT-01,,,,,,,
S045,STUDENT-P03,B0019,AI-CURATED-UVA-02,AI,Transformer,intermediate-advanced,code completion,5,3,3,4,4,4,3,4,4,3.125,3.5,3.6667,4,需要同时关注的内容有点多，做题负担偏大。,True,2026-03-19 13:16:57.895020+00,4,3,4,4,3.75,,False,335.57,2026-03-19 13:17:12.080368+00,是,本科高年级,学过机器学习或深度学习基础,比较熟悉,非常熟悉,是,CNN; RNN / LSTM; Transformer,3,2026-03-19 13:11:37.003512+00,2026-03-19 13:17:12.574518+00,335.571,4,True,False,False,42.7863,12.6948,1,0.0455,29.3333,0.875,0.8667,1,100,PAIR-CURATED-UVA-02,0.4362,0.2357,0.8355,0.2312,0.2193,0.6,0.4
S046,STUDENT-P04,B0042,AI-CURATED-KER-01,AI,CNN,beginner,model building,1,4,3,4,3,3,3,4,3,3.375,3.5,3,4,,False,2026-03-19 03:23:24.824665+00,4,4,4,3,3.75,,False,442.03,2026-03-19 03:28:56.967139+00,是,本科低年级,几乎没有编程基础,一般,一般,是,RNN / LSTM,1,2026-03-19 03:21:35.465119+00,2026-03-19 03:28:57.498598+00,442.0335,4,True,False,False,35.1528,12.7285,1,0,17.2,0.875,0.8667,1,95.51,PAIR-CURATED-KER-01,0.4889,0.2629,0.8897,0.3077,0.448,0.2,0
S046,STUDENT-P04,B0022,OPT-02,Expert,Optimization,beginner-intermediate,training-analysis,2,3,3,3,3,4,4,4,4,2.75,3,4,4,,False,2026-03-19 03:24:46.246219+00,4,4,4,3,3.75,,False,442.03,2026-03-19 03:28:56.967139+00,是,本科低年级,几乎没有编程基础,一般,一般,是,RNN / LSTM,1,2026-03-19 03:21:35.465119+00,2026-03-19 03:28:57.498598+00,442.0335,4,True,False,False,59.7676,8.1111,0.8333,0,12.5,0.875,0.8778,2,76.5547,PAIR-CURATED-OPT-02,,,,,,,
S046,STUDENT-P04,B0005,AI-CURATED-MIT-01,AI,RNN,intermediate,code completion,3,4,4,4,3,4,3,4,4,3.25,3.75,3.6667,4,,False,2026-03-19 03:25:58.895742+00,4,4,4,3,3.75,,False,442.03,2026-03-19 03:28:56.967139+00,是,本科低年级,几乎没有编程基础,一般,一般,是,RNN / LSTM,1,2026-03-19 03:21:35.465119+00,2026-03-19 03:28:57.498598+00,442.0335,4,True,False,False,54.9211,9.9464,0.8333,0.0714,17.5,0.875,0.8667,2,92.1671,PAIR-CURATED-MIT-01,0.3929,0.2125,0.845,0.1695,0.1756,0.7,0.5
S046,STUDENT-P04,B0033,RNN-02,Expert,RNN,intermediate,model building,4,4,3,3,3,3,3,4,4,3.125,3.25,3.3333,4,,False,2026-03-19 03:27:11.233573+00,4,4,4,3,3.75,,False,442.03,2026-03-19 03:28:56.967139+00,是,本科低年级,几乎没有编程基础,一般,一般,是,RNN / LSTM,1,2026-03-19 03:21:35.465119+00,2026-03-19 03:28:57.498598+00,442.0335,4,True,False,False,50.623,9.699,0.8333,0.0125,16,1,1,nan,nan,PAIR-CURATED-RNN-02,,,,,,,
S046,STUDENT-P04,B0031,UVA-02,Expert,Transformer,intermediate-advanced,code completion,5,4,3,3,3,3,4,3,4,2.875,3.25,3.6667,3,,False,2026-03-19 03:28:32.548915+00,4,4,4,3,3.75,,False,442.03,2026-03-19 03:28:56.967139+00,是,本科低年级,几乎没有编程基础,一般,一般,是,RNN / LSTM,1,2026-03-19 03:21:35.465119+00,2026-03-19 03:28:57.498598+00,442.0335,4,True,False,False,-6.1687,21.6554,0.8333,0.0217,30.6667,0.875,0.8778,4,63.1297,PAIR-CURATED-UVA-02,,,,,,,
S047,STUDENT-P05,B0014,AI-CURATED-MIT-02,AI,CNN,beginner-intermediate,model building,1,3,3,3,4,4,3,4,4,3,3.25,3.6667,4,信息有点多，最好再给一步步提示。,True,2026-03-19 15:27:03.192573+00,4,3,3,3,3.25,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,332.09,2026-03-19 15:30:50.759752+00,是,本科低年级,几乎没有编程基础,不太熟悉,比较熟悉,是,CNN; RNN / LSTM,2,2026-03-19 15:25:19.117146+00,2026-03-19 15:30:51.206650+00,332.0895,4,True,False,False,56.4903,8.2121,1,0.0288,17.3333,0.875,0.8667,1,100,PAIR-CURATED-MIT-02,0.3945,0.2179,0.8423,0.1739,0.2639,0.5,0.2
S047,STUDENT-P05,B0020,OPT-04,Expert,Optimization,intermediate,model revision,2,3,2,3,3,3,4,3,4,2.625,2.75,3.6667,3,,False,2026-03-19 15:28:13.414186+00,4,3,3,3,3.25,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,332.09,2026-03-19 15:30:50.759752+00,是,本科低年级,几乎没有编程基础,不太熟悉,比较熟悉,是,CNN; RNN / LSTM,2,2026-03-19 15:25:19.117146+00,2026-03-19 15:30:51.206650+00,332.0895,4,True,False,False,24.5097,13.8984,0.6667,0.02,16.6667,0.875,0.8778,nan,100,PAIR-CURATED-OPT-04,,,,,,,
S047,STUDENT-P05,B0038,RNN-01,Expert,RNN,intermediate,code completion,3,4,4,3,3,3,3,4,4,3.25,3.5,3.3333,4,,False,2026-03-19 15:29:16.235709+00,4,3,3,3,3.25,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,332.09,2026-03-19 15:30:50.759752+00,是,本科低年级,几乎没有编程基础,不太熟悉,比较熟悉,是,CNN; RNN / LSTM,2,2026-03-19 15:25:19.117146+00,2026-03-19 15:30:51.206650+00,332.0895,4,True,False,False,61.6874,9.7894,0.6667,0.0323,20.6667,0.875,0.8778,7,77.9397,PAIR-CURATED-RNN-01,,,,,,,
S047,STUDENT-P05,B0043,AI-CURATED-KER-02,AI,RNN,intermediate,model building,4,3,3,3,3,4,4,3,4,2.625,3,4,3,信息有点多，最好再给一步步提示。,True,2026-03-19 15:30:29.886888+00,4,3,3,3,3.25,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,332.09,2026-03-19 15:30:50.759752+00,是,本科低年级,几乎没有编程基础,不太熟悉,比较熟悉,是,CNN; RNN / LSTM,2,2026-03-19 15:25:19.117146+00,2026-03-19 15:30:51.206650+00,332.0895,4,True,False,False,44.97,10.7133,1,0.0339,14.75,0.875,0.8667,nan,100,PAIR-CURATED-KER-02,0.4911,0.2712,0.9066,0.3469,0.4759,0.4,0.4
S049,STUDENT-P01,B0044,AI-CURATED-CNN-01,AI,CNN,intermediate,code completion,1,3,2,2,3,3,3,3,3,2.75,2.5,3,3,,False,2026-03-19 14:40:14.729146+00,4,4,4,2,3.5,练习题整体不差，但教学引导还可以再加强。,True,335.6,2026-03-19 14:44:05.027330+00,是,本科低年级,有较多相关课程或项目经验,一般,不太熟悉,否,优化与训练分析,1,2026-03-19 14:38:29.753693+00,2026-03-19 14:44:05.351253+00,335.5976,4,True,False,False,48.515,10.0414,0.8333,0.0481,20.8,0.875,0.8667,1,65.2344,PAIR-CURATED-CNN-01,0.4925,0.1642,0.8249,0.1257,0.1904,0.5,0.3
S049,STUDENT-P01,B0016,OPT-05,Expert,Optimization,intermediate,model revision,2,3,3,4,4,3,3,3,3,3.25,3.5,3,3,,False,2026-03-19 14:41:09.698474+00,4,4,4,2,3.5,练习题整体不差，但教学引导还可以再加强。,True,335.6,2026-03-19 14:44:05.027330+00,是,本科低年级,有较多相关课程或项目经验,一般,不太熟悉,否,优化与训练分析,1,2026-03-19 14:38:29.753693+00,2026-03-19 14:44:05.351253+00,335.5976,4,True,False,False,48.0321,9.4167,0.6667,0,16.3333,0.875,0.8778,nan,100,PAIR-CURATED-OPT-05,,,,,,,
S049,STUDENT-P01,B0002,AI-CURATED-KER-04,AI,RNN,intermediate,model building,3,3,3,3,3,4,4,3,4,2.625,3,4,3,,False,2026-03-19 14:42:26.817720+00,4,4,4,2,3.5,练习题整体不差，但教学引导还可以再加强。,True,335.6,2026-03-19 14:44:05.027330+00,是,本科低年级,有较多相关课程或项目经验,一般,不太熟悉,否,优化与训练分析,1,2026-03-19 14:38:29.753693+00,2026-03-19 14:44:05.351253+00,335.5976,4,True,False,False,36.5721,12.9198,1,0.0435,28.75,0.875,0.8667,4,86.8638,PAIR-CURATED-KER-04,0.4234,0.3015,0.8692,0.3956,0.4544,0.6,0.4
S049,STUDENT-P01,B0046,TRF-01,Expert,Transformer,intermediate-advanced,code completion,4,3,3,3,3,4,4,3,4,2.625,3,4,3,,False,2026-03-19 14:43:43.007904+00,4,4,4,2,3.5,练习题整体不差，但教学引导还可以再加强。,True,335.6,2026-03-19 14:44:05.027330+00,是,本科低年级,有较多相关课程或项目经验,一般,不太熟悉,否,优化与训练分析,1,2026-03-19 14:38:29.753693+00,2026-03-19 14:44:05.351253+00,335.5976,4,True,False,False,49.8278,9.7252,0.8333,0,14.25,1,1,3,77.6326,PAIR-CURATED-TRF-01,,,,,,,
S051,STUDENT-P03,B0041,KER-01,Expert,CNN,beginner,model building,1,5,4,4,5,2,2,4,3,4.125,4.5,2.3333,4,,False,2026-03-19 07:40:14.241077+00,4,3,4,4,3.75,,False,330.39,2026-03-19 07:44:11.651501+00,是,硕士研究生,学过机器学习或深度学习基础,比较熟悉,非常熟悉,是,CNN,1,2026-03-19 07:38:41.682324+00,2026-03-19 07:44:12.075882+00,330.3936,4,True,False,False,44.83,11.975,0.6667,0,19.5,0.875,0.8778,nan,100,PAIR-CURATED-KER-01,,,,,,,
S051,STUDENT-P03,B0036,AI-CURATED-OPT-02,AI,Optimization,beginner-intermediate,training-analysis,2,3,3,2,3,3,3,3,3,2.875,2.75,3,3,,False,2026-03-19 07:41:00.739565+00,4,3,4,4,3.75,,False,330.39,2026-03-19 07:44:11.651501+00,是,硕士研究生,学过机器学习或深度学习基础,比较熟悉,非常熟悉,是,CNN,1,2026-03-19 07:38:41.682324+00,2026-03-19 07:44:12.075882+00,330.3936,4,True,False,False,38.7333,12.5355,1,0.0092,27.25,0.875,0.8667,1,79.6363,PAIR-CURATED-OPT-02,0.3187,0.1742,0.852,0.1624,0.1849,0.5,0.1
S051,STUDENT-P03,B0011,AI-CURATED-RNN-02,AI,RNN,intermediate,model building,3,3,4,4,4,3,3,3,4,3.25,3.75,3.3333,3,,False,2026-03-19 07:41:58.051719+00,4,3,4,4,3.75,,False,330.39,2026-03-19 07:44:11.651501+00,是,硕士研究生,学过机器学习或深度学习基础,比较熟悉,非常熟悉,是,CNN,1,2026-03-19 07:38:41.682324+00,2026-03-19 07:44:12.075882+00,330.3936,4,True,False,False,44.1412,10.9117,1,0.022,15.1667,0.875,0.8667,2,100,PAIR-CURATED-RNN-02,0.3337,0.2098,0.8215,0.1791,0.1372,0.4,0.2
S051,STUDENT-P03,B0025,MIT-01,Expert,RNN,intermediate,code completion,4,3,3,3,4,3,3,3,3,3.125,3.25,3,3,,False,2026-03-19 07:42:44.486965+00,4,3,4,4,3.75,,False,330.39,2026-03-19 07:44:11.651501+00,是,硕士研究生,学过机器学习或深度学习基础,比较熟悉,非常熟悉,是,CNN,1,2026-03-19 07:38:41.682324+00,2026-03-19 07:44:12.075882+00,330.3936,4,True,False,False,57.3574,8.9027,0.6667,0.0435,15.3333,0.875,0.8778,3,90.1552,PAIR-CURATED-MIT-01,,,,,,,
S051,STUDENT-P03,B0019,AI-CURATED-UVA-02,AI,Transformer,intermediate-advanced,code completion,5,4,4,4,3,4,4,4,4,3.125,3.75,4,4,,False,2026-03-19 07:43:48.911442+00,4,3,4,4,3.75,,False,330.39,2026-03-19 07:44:11.651501+00,是,硕士研究生,学过机器学习或深度学习基础,比较熟悉,非常熟悉,是,CNN,1,2026-03-19 07:38:41.682324+00,2026-03-19 07:44:12.075882+00,330.3936,4,True,False,False,42.7863,12.6948,1,0.0455,29.3333,0.875,0.8667,1,100,PAIR-CURATED-UVA-02,0.4362,0.2357,0.8355,0.2312,0.2193,0.6,0.4
S053,STUDENT-P05,B0014,AI-CURATED-MIT-02,AI,CNN,beginner-intermediate,model building,1,4,3,4,4,4,3,4,4,3.25,3.75,3.6667,4,,False,2026-03-19 03:20:22.837249+00,4,3,4,3,3.5,有些题比较有帮助，但也有几题信息量偏大。,True,316.9,2026-03-19 03:23:55.012865+00,是,本科高年级,学过基础编程,一般,一般,否,优化与训练分析,1,2026-03-19 03:18:38.366621+00,2026-03-19 03:23:55.270593+00,316.904,4,True,False,False,56.4903,8.2121,1,0.0288,17.3333,0.875,0.8667,1,100,PAIR-CURATED-MIT-02,0.3945,0.2179,0.8423,0.1739,0.2639,0.5,0.2
S053,STUDENT-P05,B0020,OPT-04,Expert,Optimization,intermediate,model revision,2,3,3,3,3,3,3,3,3,3,3,3,3,,False,2026-03-19 03:21:21.714989+00,4,3,4,3,3.5,有些题比较有帮助，但也有几题信息量偏大。,True,316.9,2026-03-19 03:23:55.012865+00,是,本科高年级,学过基础编程,一般,一般,否,优化与训练分析,1,2026-03-19 03:18:38.366621+00,2026-03-19 03:23:55.270593+00,316.904,4,True,False,False,24.5097,13.8984,0.6667,0.02,16.6667,0.875,0.8778,nan,100,PAIR-CURATED-OPT-04,,,,,,,
S053,STUDENT-P05,B0038,RNN-01,Expert,RNN,intermediate,code completion,3,4,3,3,3,4,4,3,4,2.75,3.25,4,3,,False,2026-03-19 03:22:43.063675+00,4,3,4,3,3.5,有些题比较有帮助，但也有几题信息量偏大。,True,316.9,2026-03-19 03:23:55.012865+00,是,本科高年级,学过基础编程,一般,一般,否,优化与训练分析,1,2026-03-19 03:18:38.366621+00,2026-03-19 03:23:55.270593+00,316.904,4,True,False,False,61.6874,9.7894,0.6667,0.0323,20.6667,0.875,0.8778,7,77.9397,PAIR-CURATED-RNN-01,,,,,,,
S053,STUDENT-P05,B0043,AI-CURATED-KER-02,AI,RNN,intermediate,model building,4,4,3,3,3,3,3,3,3,3.125,3.25,3,3,,False,2026-03-19 03:23:41.830484+00,4,3,4,3,3.5,有些题比较有帮助，但也有几题信息量偏大。,True,316.9,2026-03-19 03:23:55.012865+00,是,本科高年级,学过基础编程,一般,一般,否,优化与训练分析,1,2026-03-19 03:18:38.366621+00,2026-03-19 03:23:55.270593+00,316.904,4,True,False,False,44.97,10.7133,1,0.0339,14.75,0.875,0.8667,nan,100,PAIR-CURATED-KER-02,0.4911,0.2712,0.9066,0.3469,0.4759,0.4,0.4
S055,STUDENT-P01,B0044,AI-CURATED-CNN-01,AI,CNN,intermediate,code completion,1,4,4,4,4,4,4,5,4,3.375,4,4,5,信息有点多，最好再给一步步提示。,True,2026-03-19 06:18:50.015784+00,3,3,3,3,3,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,400.39,2026-03-19 06:23:14.983844+00,是,本科高年级,几乎没有编程基础,不太熟悉,非常熟悉,否,CNN; RNN / LSTM,2,2026-03-19 06:16:34.861284+00,2026-03-19 06:23:15.247202+00,400.3859,4,True,False,False,48.515,10.0414,0.8333,0.0481,20.8,0.875,0.8667,1,65.2344,PAIR-CURATED-CNN-01,0.4925,0.1642,0.8249,0.1257,0.1904,0.5,0.3
S055,STUDENT-P01,B0016,OPT-05,Expert,Optimization,intermediate,model revision,2,3,3,3,3,4,4,2,4,2.5,3,4,2,,False,2026-03-19 06:20:12.687018+00,3,3,3,3,3,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,400.39,2026-03-19 06:23:14.983844+00,是,本科高年级,几乎没有编程基础,不太熟悉,非常熟悉,否,CNN; RNN / LSTM,2,2026-03-19 06:16:34.861284+00,2026-03-19 06:23:15.247202+00,400.3859,4,True,False,False,48.0321,9.4167,0.6667,0,16.3333,0.875,0.8778,nan,100,PAIR-CURATED-OPT-05,,,,,,,
S055,STUDENT-P01,B0002,AI-CURATED-KER-04,AI,RNN,intermediate,model building,3,4,3,3,3,4,4,3,4,2.75,3.25,4,3,,False,2026-03-19 06:21:35.322585+00,3,3,3,3,3,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,400.39,2026-03-19 06:23:14.983844+00,是,本科高年级,几乎没有编程基础,不太熟悉,非常熟悉,否,CNN; RNN / LSTM,2,2026-03-19 06:16:34.861284+00,2026-03-19 06:23:15.247202+00,400.3859,4,True,False,False,36.5721,12.9198,1,0.0435,28.75,0.875,0.8667,4,86.8638,PAIR-CURATED-KER-04,0.4234,0.3015,0.8692,0.3956,0.4544,0.6,0.4
S055,STUDENT-P01,B0046,TRF-01,Expert,Transformer,intermediate-advanced,code completion,4,3,3,2,3,4,4,3,4,2.5,2.75,4,3,我有点不知道从哪里开始，如果有更明确的起点会更好。,True,2026-03-19 06:23:01.500206+00,3,3,3,3,3,对基础一般的同学来说，有些题信息有点多，希望增加提示。,True,400.39,2026-03-19 06:23:14.983844+00,是,本科高年级,几乎没有编程基础,不太熟悉,非常熟悉,否,CNN; RNN / LSTM,2,2026-03-19 06:16:34.861284+00,2026-03-19 06:23:15.247202+00,400.3859,4,True,False,False,49.8278,9.7252,0.8333,0,14.25,1,1,3,77.6326,PAIR-CURATED-TRF-01,,,,,,,
S059,STUDENT-P05,B0014,AI-CURATED-MIT-02,AI,CNN,beginner-intermediate,model building,1,4,3,4,3,4,4,3,4,2.875,3.5,4,3,,False,2026-03-19 06:13:25.198930+00,3,3,4,3,3.25,,False,369.61,2026-03-19 06:17:23.455244+00,是,其他,几乎没有编程基础,不太熟悉,非常不熟悉,是,CNN; RNN / LSTM; Transformer,3,2026-03-19 06:11:14.167830+00,2026-03-19 06:17:23.774565+00,369.6067,2,False,False,False,56.4903,8.2121,1,0.0288,17.3333,0.875,0.8667,1,100,PAIR-CURATED-MIT-02,0.3945,0.2179,0.8423,0.1739,0.2639,0.5,0.2
S059,STUDENT-P05,B0020,OPT-04,Expert,Optimization,intermediate,model revision,2,3,3,3,3,4,4,3,4,2.625,3,4,3,,False,2026-03-19 06:14:37.669372+00,3,3,4,3,3.25,,False,369.61,2026-03-19 06:17:23.455244+00,是,其他,几乎没有编程基础,不太熟悉,非常不熟悉,是,CNN; RNN / LSTM; Transformer,3,2026-03-19 06:11:14.167830+00,2026-03-19 06:17:23.774565+00,369.6067,2,False,False,False,24.5097,13.8984,0.6667,0.02,16.6667,0.875,0.8778,nan,100,PAIR-CURATED-OPT-04,,,,,,,
S059,STUDENT-P05,B0038,RNN-01,Expert,RNN,intermediate,code completion,3,3,4,4,3,3,4,3,4,3,3.5,3.6667,3,,False,2026-03-19 06:15:50.476599+00,3,3,4,3,3.25,,False,369.61,2026-03-19 06:17:23.455244+00,是,其他,几乎没有编程基础,不太熟悉,非常不熟悉,是,CNN; RNN / LSTM; Transformer,3,2026-03-19 06:11:14.167830+00,2026-03-19 06:17:23.774565+00,369.6067,2,False,False,False,61.6874,9.7894,0.6667,0.0323,20.6667,0.875,0.8778,7,77.9397,PAIR-CURATED-RNN-01,,,,,,,
S059,STUDENT-P05,B0043,AI-CURATED-KER-02,AI,RNN,intermediate,model building,4,3,3,3,3,5,4,3,4,2.5,3,4.3333,3,,False,2026-03-19 06:17:03.237356+00,3,3,4,3,3.25,,False,369.61,2026-03-19 06:17:23.455244+00,是,其他,几乎没有编程基础,不太熟悉,非常不熟悉,是,CNN; RNN / LSTM; Transformer,3,2026-03-19 06:11:14.167830+00,2026-03-19 06:17:23.774565+00,369.6067,2,False,False,False,44.97,10.7133,1,0.0339,14.75,0.875,0.8667,nan,100,PAIR-CURATED-KER-02,0.4911,0.2712,0.9066,0.3469,0.4759,0.4,0.4
S060,STUDENT-P06,B0023,MIT-02,Expert,CNN,beginner-intermediate,model building,1,3,4,4,4,3,3,4,4,3.375,3.75,3.3333,4,,False,2026-03-19 09:45:22.092497+00,4,3,3,4,3.5,,False,354.66,2026-03-19 09:49:17.752032+00,是,本科低年级,几乎没有编程基础,不太熟悉,不太熟悉,是,Transformer,1,2026-03-19 09:43:23.204119+00,2026-03-19 09:49:17.862517+00,354.6584,3,False,False,False,39.1289,12.5218,0.6667,0,28.5,0.875,0.8778,nan,nan,PAIR-CURATED-MIT-02,,,,,,,
S060,STUDENT-P06,B0021,AI-CURATED-OPT-04,AI,Optimization,intermediate,model revision,2,4,3,4,3,3,3,3,4,3.125,3.5,3.3333,3,,False,2026-03-19 09:46:34.557174+00,4,3,3,4,3.5,,False,354.66,2026-03-19 09:49:17.752032+00,是,本科低年级,几乎没有编程基础,不太熟悉,不太熟悉,是,Transformer,1,2026-03-19 09:43:23.204119+00,2026-03-19 09:49:17.862517+00,354.6584,3,False,False,False,35.5604,11.3426,1,0.0306,16.3333,0.875,0.8667,nan,100,PAIR-CURATED-OPT-04,0.4326,0.2334,0.852,0.1975,0.3307,0.5,0.3
